Company Name,Address,Phone Number,Latitude,Longitude,Google Place ID,Review Summary,Average Rating,Review Texts,Business Website,Business Status
WB Solar GmbH,"Industriestrasse 11a, 8627 Gruningen, Gruningen, Zurich, Switzerland",+41 44 936 57 77,47.2817036,8.7594405,ChIJ9SoIIbO7mkcRpJHcaVmji80,No reviews,0.0,,http://www.wbsolar.ch/,OPERATIONAL
GreenSolarEnergy,"via Luserte 2, CH-657 Quartino, Quartino, Ticino, Switzerland",+41 91 840 16 01,46.1521723,8.912047099999999,ChIJQ5RfWRfLhUcR1WIphmwtisc,1 reviews,5.0,"Fast, precise and very friendly. I highly recommend their advice and implementation. Excellent quali",https://www.greensolarenergy.ch/,OPERATIONAL
Gloor & Baumann Holzbau AG,"Birrwilerstrasse 7, 5725 Leutwil/AG, Leutwil, Aargau, Switzerland",+41 62 777 10 87,47.3085344,8.1760191,ChIJ_xF72y4YkEcRqtL62NhMyNM,No reviews,0.0,,No website available,OPERATIONAL
Elektro Wager AG,"St. Pelagibergstrasse 32a, 9205 Waldkirch, Waldkirch, St. Gallen, Switzerland",+41 71 434 60 60,47.4719722,9.2850478,ChIJpTB1w9_jmkcRvg7NpOArC-Y,5 reviews,4.0,"very nice with even nicer staff :D; Very good advice.
Fast and flexible assembly.; The material was set up, the journey, the work and even the return journey were charged. Instead of ; Very much liked",http://www.elektrowaeger.ch/,OPERATIONAL
Solstis SA,"Sebeillon 9b, 1004 Lausanne, Lausanne, Geneva, Switzerland",+41 21 620 03 50,46.523349,6.6154024,ChIJW5R8h9YxjEcRqidvrR6NGWA,5 reviews,4.8,"Bravo to Solstis and thank you for this beautiful installation installed on time and with profession; Following a disappointing initial experience, mainly due to hardware issues, I would like to highlig; Once the final date is set, rapid and correct execution of the work.

Friendly workers who know thei; I thank Solstis, and all the collaborators involved, for their professionalism and the quality of th; Excellent advice and impeccable execution Support for all activities, perfect synchronization with t",http://www.solstis.ch/,OPERATIONAL
ES Energy Solution GmbH,"Buelgasse 1c, 8855 Wangen, Wangen, Schwyz, Switzerland",+41 79 717 25 43,47.1948956,8.893322399999999,ChIJMdmB2yiymkcRvRDRIlwhoSo,No reviews,0.0,,No website available,OPERATIONAL
Elentec GmbH,"Brennerstrasse 16, CH-3550 Langnau i. E., Langnau im Emmental, Bern, Switzerland",+41 34 408 10 00,46.9373469,7.7929898,ChIJZfZdmy_Jj0cRI5bSoNE4BBs,5 reviews,3.6,"Unfortunately you didn't complete this mission, hence only two stars:
1/ On March 19th I placed the ; Offer and implementation phase speedy and pleasant.
Performance system as previously discussed.
Qual; elentec is a family-run business that focuses on the customer. The bosses and the employees are focu; Top guy - great work. Thank you beaucoup, Yvo; Had no idea the panels were not installed properly. Very incompetent company.",https://www.elentec.ch/,OPERATIONAL
H. Lauenstein AG,"Schlossstrasse 26 Postfach 611 3550 Langnau, Langnau im Emmental, Bern, Switzerland",+41 34 409 09 09,46.9384567,7.7912606,ChIJ2Y9SxifJj0cRskBDBzBM2sw,3 reviews,5.0,Very professional. Are very satisfied.,http://www.lauenstein-elektro.ch/,OPERATIONAL
Reich+Nievergelt AG,"Brandschenkestrasse 178, 8002 Zurich, Zurich, Zurich, Switzerland",+41 44 201 09 09,47.3623108,8.5262609,ChIJ1UOFqvAJkEcRWjnKsLUk8SE,5 reviews,4.2,"Received a verbal then written quotation for a job which differed by 50% (and obviously not in my fa; Super; Customer-oriented, friendly, always trying to find a solution, quickly and qualitatively in implemen; I have been working with Reich + Nievergelt AG for 6 years on various construction projects in elect; Order clarification, operational speed and quality are top! I can warmly recommend Reich & Nievergel",https://www.reich-nievergelt.ch/,OPERATIONAL
Dach & Wand AG,"Industriestrasse 18, Postfach 54, 6055 Alpnach-Dorf, Alpnach-Dorf, Obwalden, Switzerland",+41 41 670 15 60,46.9414099,8.271219499999999,ChIJu4OeaAzxj0cRqrmFinWtzg0,3 reviews,3.6666666666666665,We had a Roto roof window installed on the recommendation of Roof and Wall. Now we have a problem an,https://www.dach-wand.ch/,OPERATIONAL
Kippel Leo & Sohne AG,"3953 Leuk-Stadt, Leuk, Valais, Switzerland",+41 27 473 11 87,46.3176773,7.635166499999999,ChIJw1w1INEZj0cRJdMOrIaR424,5 reviews,5.0,"Professional SME company with great experience. Photovoltaic system and hot water supply with heat s; very good people, really good at everything! Pros!",http://www.kippelag.ch/,OPERATIONAL
R. Dahler AG,"Bahnhofstrasse 36a 8560 Marstetten, Marstetten, Thurgau, Switzerland",+41 71 657 14 11,47.5911823,9.0659818,ChIJvwJgPUXymkcRKpaZz94xvZk,5 reviews,4.8,Good operation. Nice employees. Good price . Clean work.; Makes great coffee,https://www.daehler-ag.ch/,OPERATIONAL
Pezag Elektro AG,"Eichenstrasse 3, 9220 Bischofszell TG, Bischofszell, Thurgau, Switzerland",+41 71 424 24 90,47.4843231,9.232281,ChIJiUselTvkmkcRChbSgqY3VLs,5 reviews,3.4,"Last year we placed an order to automate our awnings. Unfortunately, due to a faulty installation, t; I called the company yesterday to do a security check. I was told someone would call me later that d; Great service, uncomplicated, reliable and courteous. Thank you very much and gladly again. GCN; Incorrect installation of a hob and subsequently rejects any liability for any resulting damage with; Thank you very much, we have just had our dishwasher replaced. Very friendly, clean fitters. The new",http://www.pezag.ch/,OPERATIONAL
ITanet Energietechnik,"Obere Egg 219, CH-5728 Gontenschwil, Gontenschwil, Aargau, Switzerland",+41 62 775 19 03,47.2653697,8.147906299999999,ChIJ4-ROLO0YkEcRtCakRMjxfPg,5 reviews,3.4,"Incredibly dubious, after incorrectly installing the panels, the entire roof (caravan) leaked. The w; Very bad experience, the system never worked properly and after two and a half years the batteries t; Very good experience, I'm totally satisfied.
Received recommendation from my father.
I can only reco; Reliable installer, good quality of material, availability to meet customer needs.
100% recommended; I have known professionalism and punctuality for many years. I had the opportunity to close several ",http://www.itanet.ch/,OPERATIONAL
Elektro Neidhart AG,"Alte Winterthurerstrasse 88, 8309 Nurensdorf, Nurensdorf, Zurich, Switzerland",+41 44 836 35 00,47.4519471,8.6523062,ChIJEdqH5mufmkcRjh4U7QdE3rk,5 reviews,5.0,"Super Service!; This is the second time I have used your service and I am completely satisfied with it!
Young, motiv; Elektro Neidhart carried out my entire conversion very easily and professionally. We recommend; Mr. Neidhart came, saw and solved the ""problem""...thank you for the top service and your friendlines; Call, installer on site same day, installed 2 days later. Power connection outside, a breaker built ",https://www.elektro-neidhart.ch/,OPERATIONAL
MCR-e,"Route de Fontaines 3, 1423 Villars-Burquin, Villars-Burquin, Vaud, Switzerland",+41 24 552 09 00,46.8451722,6.6259954,ChIJXQYrZUDEjUcRjjUpmivnEkQ,5 reviews,5.0,"Top!; I particularly appreciated the advice and the trust created with Mr. Jaquier, the project manager. H; Recommended by a local architect, we have never had any regrets in our choice. Indeed, from personal; Very competent and customer-focused company. The yields are even beyond what was in the offer. I als; Excellent company! My installation was done by this company 5 years ago in a very professional manne",http://www.mcr-e.ch/,OPERATIONAL
Stromlokal GmbH,"Glarnischstrasse 25, 8634 Hombrechtikon, Hombrechtikon, Zurich, Switzerland",+41 76 525 87 26,47.2552229,8.7823786,ChIJ1-8LnLSxmkcRLMPQkg4zeao,No reviews,0.0,,http://stromlokal.ch/,OPERATIONAL
Broder AG,"St. Gallerstrasse 128, CH-7320 Sargans, Sargans, St. Gallen, Switzerland",+41 81 720 00 33,47.0584374,9.4541281,ChIJ3edYzTLNhEcRPakW9yn47OU,2 reviews,4.5,Unloading by the driver must be a gun for unloading tankers rests is ok; Very good and nice workers,https://broder.ch/,OPERATIONAL
As-automotion ag,"Schmittenstrasse 1 CH-3629 Oppligen, Oppligen, Bern, Switzerland",+41 31 331 00 05,46.8186002,7.591221999999999,ChIJ219vm-05jkcRDG21Vkv_cXU,No reviews,0.0,,http://as-automotion.ch/,OPERATIONAL
Bernhard Polybau AG,"Gaswerkstrasse 63, 4900 Langenthal, Langenthal, Bern, Switzerland",+41 62 919 02 70,47.2303095,7.789628800000001,ChIJc3UnJK4rkEcR52zkmyY6JvU,5 reviews,4.8,"A large, dynamic company. Nice people work there; Simply supper!",http://www.bernhard-group.ch/,OPERATIONAL
Renesol,"Matterstrasse 5, Postfach 124, 3000 Bern 15, Bern, Bern, Switzerland",+41 76 368 88 88,46.9357214,7.470633400000001,ChIJu3xv5X13b0cRZRQoEWd4hOk,No reviews,0.0,,http://www.rene-sol.com/,OPERATIONAL
Winkelmann Elektro AG,"Vordere Gasse 16, 3210 Kerzers, Kerzers, Fribourg, Switzerland",+41 31 755 84 14,46.9745147,7.1988344,ChIJ7zxpDXgUjkcREpxFvfIf6JE,4 reviews,5.0,"TOP advice, TOP implementation by an excellent specialist, very fair pricing. Anytime again, thank y; Top company. Always reliable.",http://www.winkelmann-elektro.ch/,OPERATIONAL
Sigmatic AG,"Infanteriestrasse 2, CH-6210 Sursee, Sursee, Luzern, Switzerland",+41 41 925 11 22,47.1792945,8.1054411,ChIJ59m_hvMfkEcRKMqMRedBEyA,5 reviews,4.2,"Great customer service!
Troubleshooting, friendly and competent advice from employees! Thanks Thomas; Professional service, competent employees and quick troubleshooting and good documentation. We recom; Spontaneous successful help by phone - without me being a customer. My service partner had not found; Amateur company..so you could say it..it says,,It is important that you have experience in electroni; I had a very good experience with this company.
Very good and courteous advice. The signs I ordered ",https://www.sigmatic.ch/,OPERATIONAL
Rubin Elektrotechnik,"Hauptstrasse 36, 5027 Herznach, Herznach, Aargau, Switzerland",+41 62 878 31 26,47.4745722,8.0504457,ChIJNVOrzYQ4kEcRWQBBjSsK1Dg,5 reviews,5.0,"Our freezer broke down, Rubin brought us a new one that same day (purchasing advice over the phone),; chilled and competent team 👍; Very friendly and absolutely professional people. The work was carried out very quickly and to a hig; Great customer service, friendly staff, great work. We would recommend Rubin at any time.; Problem with electricity! Rubin Elektrotechnik solves everything!!!!! Fast and reliable.
Thank you v",http://www.rubin-eltech.ch/,OPERATIONAL
Roland Zahner,"9602 Bazenheid, Bazenheid, St. Gallen, Switzerland",+41 79 285 46 93,47.40898019999999,9.0667248,ChIJi18hot7pmkcRnwwdyE5I5oc,2 reviews,5.0,,http://www.zahner-heizungen.ch/,OPERATIONAL
Buri Spenglerei AG,"Geristein 260, 3065 Bolligen, Bolligen, Bern, Switzerland",+41 31 921 77 76,46.9945645,7.528576200000001,ChIJYWoeYr8wjkcR0Dmcbb2vSmw,5 reviews,4.4,"Top Service!; Renewal of shower, washbasin and toilet.
Professional, very good and clean work!
Many thanks to the ; Great service and advice. We recommend; My sink broke. Buri Kaufmann clarified everything with the supplier and informed me about the delay ; Eyfeld solidarity would have been to get the bungled work put right in a timely manner. Sanitary Web",https://www.buri-kaufmann.ch/,OPERATIONAL
Beosolar.ch GmbH,"Flurweg 4, CH-3700 Spiez, Spiez, Bern, Switzerland",+41 33 654 88 44,46.6905721,7.670085899999998,ChIJz9rmay2sj0cRI60e-cFxJo0,5 reviews,3.6,Top team. Qualified and extremely fast. I had heard from many people that there are long waiting tim; I would recommend it at any time. Professional and personable.,http://www.beosolar.ch/,OPERATIONAL
Younergy Solar SA,"Route Cantonale 1015 Lausanne, Lausanne, Geneva, Switzerland",+41 800 800 850,46.518269,6.5729885,ChIJ431XkvwwjEcRnDdnHMvrlKw,5 reviews,4.4,"Efficient and very professional team. They met the deadlines, and managed to get the entire installa; My experience With the Unergy has been excetionally good, including the administrative services Bria; Very good service, from realistic assessment of potential, planning application, installation and co; From the initial projet definition towards the implementation, all Younergy’s team members were a ve; I purchased a PV solution from Younergy in May 2021. Everything started well: the pre-sales was very",http://www.younergy.ch/,OPERATIONAL
Jeanfavre & Fils SA,"Rue du Petit-Mont 1 1052 Le Mont-sur-Lausanne, Le Mont-sur-Lausanne, Vaud, Switzerland",+41 21 652 43 43,46.5533925,6.635473699999999,ChIJ_x0zrAcujEcR664bbllLO68,5 reviews,4.4,"A big thank you to the Jeanfavre company for its exemplary responsiveness and efficiency with very f; Bravo & Thank you! Efficient and impeccable work! Contacted 3-4 local companies who could not solve ; Serious, fast and trustworthy.; A (very) bad experience and non-existent follow-up.",https://www.jeanfavre.ch/,OPERATIONAL
Wunderle Haustechnik AG,"Giessenbrucke 2, CH-8752 Nafels, Nafels, Glarus, Switzerland",+41 55 612 15 31,47.0987048,9.0635169,ChIJga6PorfSmkcR4rOsrX1A0wk,5 reviews,3.4,Beware of rip-offs! No order without a binding agreement. Better: Get a comparative offer and award ; I am not satisfied with the work and the bill was too high,http://www.wunderleag.ch/,OPERATIONAL
HopSol AG,"Egglirain 22, CH - 8832 Wilen SZ, Wilen bei Wollerau, Schwyz, Switzerland",+41 446874275,47.1999481,8.7327585,ChIJt794pnixmkcR1u4TWiv9NC4,No reviews,0.0,,https://www.hopsol.com/,OPERATIONAL
Ewz,"Beatenplatz 2, 8001 Zurich, Zurich, Zurich, Switzerland",+41 58 319 47 00,47.3758414,8.5407228,ChIJM-eqzwcKkEcRrfTuaxAqggk,5 reviews,4.2,"ambiguously continuously innovating!; You're stuck in the queue forever. You ask for a call back, which of course doesn't happen on the sa; Was given very good advice by the customer center. Unfortunately it didn't work over the internet, s; My problem was solved quickly, friendly and competently.
It's great how quickly it worked, thank you; A short phone call with an employee and the question was answered: From August my solar power will b",http://www.ewz.ch/,OPERATIONAL
Hablutzel Haustechnik,"Eberswilerstrasse 2, 9220 Bischofszell, Bischofszell, Thurgau, Switzerland",+41 71 422 64 64,47.5012561,9.2589161,ChIJJZNiobzdmkcR28hLV7xy-Q0,5 reviews,4.2,"The owner promises a lot... The promised services are not fulfilled. Heating should be installed in ; Switching from oil heating to a heat pump. Well advised and cleanly executed.; reliable, fast and always helpful.",http://www.habluetzel.ag/,OPERATIONAL
Marti elektrische Anlagen AG,"Kirchgasse 4, CH-3303 Jegenstorf, Jegenstorf, Bern, Switzerland",+41 31 763 63 63,47.0496997,7.507657999999998,ChIJs6lKpOMvjkcRNLkGkxx8rwM,5 reviews,5.0,"I had a problem with the battery from the PV system. The service technician was young and very frien; Good work at a fair price!; Friendly company with competent, friendly people.",https://marti-el.ch/,OPERATIONAL
Hablutzel AG,"Feldstrasse 42, 9113 Degersheim, Degersheim, St. Gallen, Switzerland",+41 71 371 11 64,47.370624,9.1917318,ChIJJZNiobzdmkcR28hLV7xy-Q0,5 reviews,4.2,"The owner promises a lot... The promised services are not fulfilled. Heating should be installed in ; Switching from oil heating to a heat pump. Well advised and cleanly executed.; reliable, fast and always helpful.",http://www.habluetzel.ag/,OPERATIONAL
Designergy SA,"Nuschelerstr. 35, CH-8001 Zurich, Zurich, Zurich, Switzerland",+41 91 9712466,47.3726077,8.535390999999999,ChIJ83FbEtJOhEcRVv2XcccWO2c,1 reviews,5.0,Innovation pur 😃😃😃,http://www.designergy.ch/,OPERATIONAL
Solarline-Guttinger AG,"Elisabethenstrasse 8, 8004 Zurich, Zurich, Zurich, Switzerland",+41 44 295 60 95,47.3730552,8.5231674,ChIJx0ZBm4kLkEcRtA85wf818Eo,4 reviews,5.0,,http://www.solarline-guettinger.ch/,OPERATIONAL
Rhyner energie Sarl,"Tabac-Rhone 12, 1893 Illarsaz, Collombey-Muraz, Valais, Switzerland",+41 24 466 35 86,46.3051775,6.933402,ChIJYT8oR1W9jkcRaH2XUmuHCFM,3 reviews,5.0,Very happy with their service.,http://www.rhyner-energie.ch/,OPERATIONAL
Hasler + Reinle AG,"Ergolzstrasse 6, 4460 Gelterkinden, Gelterkinden, Basel-Landschaft, Switzerland",+41 61 985 95 95,47.4661945,7.855468300000001,ChIJMy-KtLo1kEcR_b38IynljWM,5 reviews,4.4,"We are very satisfied with the high-quality electrical work from Hasler Reinle.
The offers were prep; Bad experiences made on a larger project. I would not recommend this company more.; I am very satisfied with the work.
Friendly, both on the phone and on site!; Good quality workmanship & friendly staff.; Top team",https://hasler-reinle.ch/,OPERATIONAL
Balzan & Immer Etancheite SA,"Avenue des oiseaux 13, 1018 Lausanne 18, Lausanne, Vaud, Switzerland",+41 21 646 78 12,46.5322621,6.6291866,ChIJfYYy5EUyjEcRlhW019qiY1w,5 reviews,4.2,"Very professional team, thank you for the excellent work done.; Excellent, very professional and serious company, for exceptional work; Nothing",http://www.balzan-immer.ch/,OPERATIONAL
Schurch-Egli AG,"Allmend 45, 6204 Sempach, Sempach, Luzern, Switzerland",+41 41 462 50 00,47.1269348,8.2108357,ChIJ-cZXwUXij0cR8aADnCHUTJQ,5 reviews,5.0,Best flat roof…,http://www.schuerch-egli.ch/,OPERATIONAL
Planeco Solar GmbH,"Tramstrasse 66, 4142 Munchenstein, Munchenstein, Basel-Landschaft, Switzerland",+41 61 411 25 23,47.50849849999999,7.615875699999999,ChIJgRbn8QDIkUcReBj7xKuWc4g,5 reviews,4.2,"Great employer, cool dynamic team, best decision to move here!; Very cheeky employees
Especially the lady at the reception or whatever answered extremely cheekily.; Had good experiences with various employees.; I am very satisfied with this company.; Great cooperation.",http://www.planeco.ch/,OPERATIONAL
Sagesser Holzbau AG,"Industriestrasse 2 Postfach 374 4800 Zofingen, Zofingen, Aargau, Switzerland",+41 62 534 95 50,47.2865502,7.9471367,ChIJ2f15rYEvkEcRajZz1tDFwT0,1 reviews,5.0,,http://saegesserholzbau.ch/,OPERATIONAL
VoeGri-Solar,"Dornacherstrasse 1, 4146 Hochwald, Hochwald, Solothurn, Switzerland",+41 79 352 41 47,47.4605144,7.641787799999999,ChIJCb77kGDJkUcRSEvPYB0XzXQ,No reviews,0.0,,http://www.sv-solar.ch/?id=13,OPERATIONAL
Elektro Strub AG,"Hauptstrasse 23, 5742 Kolliken, Kolliken, Aargau, Switzerland",+41 62 737 80 40,47.3367131,8.0248689,ChIJq4G4lkc7kEcRadhfxF19ytc,5 reviews,3.6,"Elektro Strub connected the photovoltaic system electronically. We also had a competent contact pers; Are satisfied from A - Z, from making an appointment to the finished, clean job.; Speedy, competent and always friendly. Always my pleasure :-).; Warning: Times were billed incorrectly; otherwise performance OK.; Unfriendly",http://www.elektrostrub.ch/,OPERATIONAL
Elektro H. Christen GmbH,"Gutisberg 362, 3413 Kaltacker, Kaltacker, Bern, Switzerland",+41 34 422 50 71,47.0796692,7.666828300000001,ChIJ86ckvRctjkcRemD3DyVyEQU,5 reviews,5.0,"Friendly, helpful. Help us think, also thinks out of the box.; In this place where nature comes to the fore, there can only be good, reputable shops! That's what I; Telephone 📞 around 9:00 p.m. and Elektro Christen was with me a little later,",http://www.emmental-elektro.ch/,OPERATIONAL
Knecht Sutter,"Krummackerweg 575, 5325 Leibstadt, Leibstadt, Aargau, Switzerland",+41 56 247 00 00,47.5920992,8.179589199999999,ChIJv-K6QfhCkEcRxe0ao8xjWTA,5 reviews,5.0,"Great Company, stricly recommend!",http://www.knechtsutter.ch/,OPERATIONAL
Schonholzer Elektro AG,"Hauptstrasse 6, 9214 Kradolf, Kradolf-Schonenberg, Thurgau, Switzerland",+41 71 644 99 44,47.528958,9.193408,ChIJ41eysGjlmkcR53H_ei5dDVM,5 reviews,4.8,"Very good team and precise, precise execution.; Fast reaction",https://www.schoenholzer.ch/,OPERATIONAL
Sunergic SA,"Rue Jean, Jacques Rousseau 5, 1800 Vevey, Vevey, Vaud, Switzerland",+41 21 5330088,46.4608998,6.8411461,ChIJVRrMUjMujEcRbeGKtzQJlmY,No reviews,0.0,,No website available,OPERATIONAL
Elektrizitatswerk Schwyz AG,"Gotthardstrasse 6, 6438 Ibach, Ibach, Schwyz, Switzerland",+41 41 818 33 33,47.0091562,8.635479499999999,ChIJiVSOwz9OhUcRXrGltefEaLU,5 reviews,4.8,I have been a supplier to EBS for years. The quality of the installed network is well above the Swis; ebs is a customer of our graphics & communication agency. The company is strategically oriented towa,https://ebs.swiss/,OPERATIONAL
Regiosol AG,"Hufackerstrasse 21, 8477 Oberstammheim, Oberstammheim, Zurich, Switzerland",+41 52 740 22 33,47.6329639,8.793756799999999,ChIJd4lOc5iFmkcRf2CzGbcw1AA,No reviews,0.0,,No website available,OPERATIONAL
Solarwerk GmbH,"Moosstrasse 24, 8843 Oberiberg, Oberiberg, Schwyz, Switzerland",+41 55 414 55 66,47.03766599999999,8.7858244,ChIJJSZUWClKhUcRrF0kcwJ0wek,5 reviews,5.0,"At the beginning of October 22, seven months after the initial contact with Pius Holdener, we were a; Thanks to Pius Holdener (Solarwerk), we were able to realize our project in a perfect way. (PV syste; In the summer of 2018, my wife and I started planning to replace our roof. It soon became clear that; This spring we were able to implement our photovoltaic system with the solar plant to our complete s; From the consultation, through the planning to the implementation, very competent and satisfactory.
",https://www.solarwerk.ch/,OPERATIONAL
Meeco,"Industriestrasse 16, 6300 Zug, Zug, Zug, Switzerland",+41 41 7105171,47.1730552,8.5191602,ChIJF0CLjleqmkcR1hMS5sD27qo,No reviews,0.0,,http://www.meeco.net/,OPERATIONAL
Goldenberger Elektro AG,"Hauptstrasse 203, 5044 Schlossrued, Schlossrued, Aargau, Switzerland",+41 62 739 10 20,47.2939305,8.0831141,ChIJbdboeB0jkEcRCr62o6cOSFQ,5 reviews,5.0,"Very friendly and competent!; Very good and professional work. The staff is courteous, friendly and competent. Would you use Golde; Very professional, very friendly and the price-performance ratio is also right!; Competent, friendly and helpful.; Best price/performance ratio",http://www.goldenberger.ch/,OPERATIONAL
Stich AG,"Schulstrasse 339 CH-4245 Kleinlutzel, Kleinlutzel, Solothurn, Switzerland",+41 61 771 06 02,47.4255056,7.415505599999999,ChIJxawu0xLCkUcRO2lyNUSNJAk,5 reviews,4.4,The shop has beautiful wooden things and children's toys!; Wonderful exhibition of wooden design; Friendly and competent advice,https://drechslerei-stich.ch/,OPERATIONAL
Pikey Soley GmbH,"Oberer Chriesmattweg 2, CH-4461 Bockten, Bockten, Basel-Landschaft, Switzerland",+41 61 973 07 77,47.4669245,7.8376758,ChIJV76Vrdw0kEcRfsXrOYaLumI,4 reviews,5.0,"Impeccable, clean and punctual work.
1A quality delivered. The performance corresponds to the promis; So many positive things have already been written about Pikey Soleil that it would be pointless to r; Competent advice before and during the work, very friendly employees, clean work, execution on sched; I had competent advice. I also didn't have to worry about the various requests.
The assembly was car",http://pikey.ch/,OPERATIONAL
Elektro Frei Rheintal AG,"Unterdorfstrasse 94, 9443 Widnau, Widnau, St. Gallen, Switzerland",+41 71 727 80 80,47.4157276,9.634972999999999,ChIJndGZGp8Wm0cRP_7S3CT-rB4,5 reviews,4.8,"Top electrician
Fast and clean work.
Staff very friendly can only recommend this shop.; Super fast service! Good work. Many thanks to Beda Baumgartner and his team.; Great, very efficient and good job, many thanks!",http://www.elektro-frei.ch/,OPERATIONAL
Elettricita Bronz SA,"Via Mappo 11 CH 6598 Tenero, Tenero, Ticino, Switzerland",+41 91 7309100,46.1767517,8.8458047,ChIJ8ROsYgC2hUcRDRjNNST6kCY,5 reviews,3.6,"Very good service and competent staff, really highly recommended.; Professional but the prices are really exaggerated.
If possible, better to order online from others.; Elettricità Bronz SA carried out electrical installations in our house at Camping Miralago in Tenero; Good shop good quality super good prices beautiful environment professional staff; Their professionalism is exceptional, everyone is really good
Thanks and good job",http://www.bronz.ch/,OPERATIONAL
Ruegg AG,"Im Tobel 4, 8340 Hadlikon-Hinwil, Hinwil, Zurich, Switzerland",+41 44 937 10 10,47.2893737,8.8568822,ChIJy-nGRrO5mkcR_5cOUKvEzoc,5 reviews,5.0,"Replacement of central ventilation via roof. Perfect work from A to Z; Attentive, professional advice and cost-effective delivery of a custom-made product for the Telephon; Work is always top notch.; Always friendly and really helpful! Thanks to the whole team and hopefully many more collaborations ; Supper service. Perfect execution of the work.",http://www.rubema.ch/,OPERATIONAL
Eltech System Sarl,"Rue du Midi 12, CH - 1860 Aigle, Aigle, Vaud, Switzerland",+41 24 466 64 88,46.3174429,6.9680917,ChIJQTnCm8WXjkcR0rpKkFwnhi8,5 reviews,3.8,"These guys did the electrics for our whole PPE. On the plus side they are responsive. On the minus s; I have always been satisfied with all their work, whether on a construction site or modifications to; Simply very professional",http://www.eltech-system.ch/,OPERATIONAL
ElettroCrivelli SA,"Via Cresperone 2, 6932 Breganzona, Breganzona, Ticino, Switzerland",+41 91 950 82 22,46.0156687,8.9311966,ChIJZQ_WwY4xjEcRiqo7wCvbDH8,No reviews,0.0,,No website available,OPERATIONAL
Andrist Elektro AG,"Hauptstrasse 31, 4461 Bockten, Bockten, Basel-Landschaft, Switzerland",+41 61 995 90 50,47.4626509,7.8378793,ChIJvc5NCpI2kEcRLFQwBfQj4_8,5 reviews,4.0,"Friendly, competent professionals! Installing an antique lamp was challenging. The electrician quick; Had to call a few times for the technician to come. The work was then done very quickly and to my sa; Extremely flexible and customer-friendly. A very short response time from contact to execution. Clea; Very nice encounter with the boss himself, who even went to a 'quasi-emergency' after work and was a; Absolutely unfriendly behavior from the manager! I will never order from this company in the future!",http://www.andrist-elektro.ch/,OPERATIONAL
Graf AG,"Schlossergasse 3, 6247 Schotz, Schotz, Luzern, Switzerland",+41 41 980 13 34,47.1701866,7.9871585,ChIJS8y38qfYj0cRl6Ue61117Kw,5 reviews,5.0,"Mr. Brunner and his company are very professional, friendly and helpful. I will take advice from the; Very good plumbing company. I got my heat pump from the company and am very satisfied. The boss, Mr.; Good and on time",http://www.grafhaustechnik.ch/,OPERATIONAL
Elektro Ottinger AG,"Chrabelstrasse 9, 6410 Goldau, Goldau, Schwyz, Switzerland",+41 41 855 62 63,47.0412379,8.5488134,ChIJR2Uf7v1ThUcRUtVt_FWlr2Y,1 reviews,5.0,,http://www.elektroottinger.ch/,OPERATIONAL
Solafrique,"Franziska Heusser Hochstrasse 68, CH-8044 Zurich, Zurich, Zurich, Switzerland",+41 44 3226422,47.3778928,8.5567259,ChIJAQDk4Ei4kUcRnWVeyKCr87g,No reviews,0.0,,http://www.solafrique.ch/,OPERATIONAL
Schibli Elektrotechnik,"Klosbachstrasse 67, 8032 Zurich, Zurich, Zurich, Switzerland",+41 44 560 65 70,47.3673655,8.5591283,ChIJJYjHg7SgmkcRVS132AAbSac,5 reviews,1.8,"I was able to experience the biggest rip-off and impudence in my life so far with the company Schibl; My superstructure was wired by Schibli Elektrotechnik. When I moved in, I needed an additional LAN c; The company has no problem damaging other people's reputations.
Caution!!!!!!!; Travel costs too expensive.; Very competent and friendly",https://zuerich.schibliag.ch/,OPERATIONAL
Solarmotion GmbH,"Hauptstrasse 33, 9053 Teufen, Teufen, Appenzell Ausserrhoden, Switzerland",+41 71 3140040,47.3897135,9.3784972,ChIJkeYu9WjgmkcRKBVLpAvAGYM,5 reviews,4.6,"We received very good advice from this company. Mr. Tanner was very nice, competent and extremely re; Today I was slowed down by a company car from Solarmotion gmbh on the autobahn.
It's a pity, so your; Very competent partner, my contact for my smart home. Highly recommended! Special thanks to Mr. Musa; I think it's excellent what you can find out from Google, great!; Best Advice; fair price. Simply likeable.",http://solarmotion.ch/,OPERATIONAL
NAU Solar Systemtechnik GmbH,"Felsenaustrasse 5, 7000 Chur Switzerland, Chur, Grisons, Switzerland",+41 81 252 72 12,46.8535952,9.5164701,ChIJV_Yp3AvHhEcRDzUXSYZ44f8,4 reviews,4.0,"We have our solar project in June
realized in Prättigau with the Nau company. From the first telepho; After installing a buffer tank including a fresh water register, it was defective after less than 5 ; Very competent in PV systems",http://www.nau-gmbh.ch/,OPERATIONAL
Dimension Solar GmbH,"Case postale 104 Route de Fribourg 138 1726 Farvagny, Farvagny, Fribourg, Switzerland",+41 26 919 13 00,46.7302963,7.0793797,ChIJr4FLqgdljkcRffZoMdgkE_g,5 reviews,3.4,"Very good advice, flexible and accommodating when there was an unforeseen event during installation.; Monsieur Camelique is there to sell... once the contract is signed, there is an endless fight to com; To make a long story short: Mr. Camélique is a construction worker converted to installing solar pan; 400m2 installed, Excellent advice, careful work, very professional, I recommend without hesitation; Competent company with good advice",http://www.dimension-solaire.ch/,OPERATIONAL
